,tau,corrFit,corrIn
144,0.2293,0.00216148746724,0.00216149
145,0.2457,0.00668958774201,-0.00668958
146,0.2621,0.00416341110025,-0.00416341
147,0.2949,0.00114195333184,0.00114195
148,0.3276,0.0019391781032100002,0.00193918
149,0.3604,0.00135303322896,-0.00135303
150,0.3932,0.00543396019716,-0.00543396
151,0.426,0.00024750840976000004,-0.000247507
152,0.4587,0.00212970251169,-0.0021297
153,0.4915,0.00136486652481,-0.00136487
154,0.5243,0.00199001641216,-0.00199002
155,0.5898,0.0008118681448899999,-0.00081187
156,0.6553,0.0034487665664399998,-0.00344877
157,0.7209,0.0009603305166400001,0.000960332
158,0.7864,0.0023172766716100003,0.00231728
159,0.8519,0.0024264293774399997,-0.00242643
160,0.9175,0.00270518572996,0.00270519
161,0.983,0.00030295839249,-0.000302959
162,1.049,0.0018221287449599998,0.00182213
163,1.18,0.0008537090548899999,-0.000853708
164,1.311,0.00021077522761000003,0.000210775
165,1.442,0.00047494792489000007,-0.000474946
166,1.573,0.0011658673670400003,0.00116587
167,1.704,0.0036933696836099995,-0.00369337
168,1.835,0.00115631962209,-0.00115632
169,1.966,0.0005422331388099999,0.000542234
170,2.097,0.00183908034025,0.00183908
171,2.359,0.00014364981316,0.000143649
172,2.621,0.00124746001636,0.00124746
173,2.884,0.0005566673984400001,0.000556666
174,3.146,0.0017756784654399998,-0.00177568
175,3.408,0.0006336497217600001,0.00063365
176,3.67,0.0013303599708100002,0.00133036
177,3.932,0.00038693250436,-0.000386931
178,4.194,0.0008971582467599999,-0.000897161
179,4.719,0.00022258551249,0.000222586
180,5.243,0.00043560281521,0.000435602
181,5.767,0.0008865923104899999,0.000886595
